,label,cell_area_pixel,nuclear_area_pixel,filename,cell_type,treatment,timepoint,YAP_cell,YAP_nucleus,YAP_nucleus/cell,GFP_cell,GFP_nucleus,GFP_nucleus/cell,nuc/cell_area
10,22,133419.0,28773.0,M_NLS_1hrBleb_Composite_5.tif,M_LNS,blebbistatin,1hr,5351967.0,2268749.0,0.4239093776176124,2412007.0,926410.0,0.3840826332593562,0.21565893913160794
11,24,114995.0,26563.0,M_NLS_1hrBleb_Composite_5.tif,M_LNS,blebbistatin,1hr,5972888.0,2064020.0,0.345564825591908,3576912.0,2087566.0,0.5836224094973541,0.23099265185442847
12,26,144224.0,29660.0,M_NLS_1hrBleb_Composite_5.tif,M_LNS,blebbistatin,1hr,4739512.0,1543787.0,0.3257269946779331,1070472.0,233696.0,0.21831117488360274,0.20565231861548702
13,27,113265.0,22094.0,M_NLS_1hrBleb_Composite_5.tif,M_LNS,blebbistatin,1hr,6035207.0,2175758.0,0.36051091536711166,973574.0,226051.0,0.23218676751844236,0.1950646713459586
14,28,104232.0,28312.0,M_NLS_1hrBleb_Composite_5.tif,M_LNS,blebbistatin,1hr,4493594.0,1450761.0,0.32285092956773576,1325868.0,613705.0,0.46287036115209057,0.2716248369022949
0,10,143854.0,32886.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,10967211.0,3733826.0,0.3404535574267697,1539694.0,387503.0,0.25167533289082117,0.22860678187606878
1,11,100146.0,28118.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,6639686.0,2347621.0,0.3535740997390539,1113930.0,323299.0,0.29023277943856435,0.28077007568949336
2,12,127355.0,24059.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,6422024.0,1935254.0,0.3013464291008567,1231898.0,277043.0,0.22489118417271559,0.18891288131600645
3,13,112898.0,30163.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,10205550.0,2971995.0,0.29121360436233223,1377297.0,381359.0,0.27688944359858475,0.2671703661712342
4,15,151324.0,32636.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,13585036.0,4088603.0,0.3009637221425103,1715967.0,436311.0,0.25426537922932085,0.21566968887949037
5,16,100630.0,35473.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,7986465.0,3085299.0,0.3863159733373902,2111482.0,1237229.0,0.5859528994327207,0.35250919208983406
6,17,180082.0,30371.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,7722053.0,1834616.0,0.23758137894158457,1822007.0,371030.0,0.20363807603373643,0.16865094790151153
7,18,131419.0,34185.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,11262421.0,3328171.0,0.2955111516431503,1673259.0,456471.0,0.2728035528271475,0.26012220455185325
8,19,67745.0,14956.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,7731541.0,1906168.0,0.2465443822906714,987714.0,232936.0,0.23583344976379803,0.2207690604472655
9,23,45089.0,11455.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,6703886.0,1534167.0,0.22884741775143552,675631.0,162868.0,0.24106057892547855,0.25405309498990886
10,24,143586.0,22476.0,M_NLS_1hrBleb_Composite_6.tif,M_LNS,blebbistatin,1hr,7913469.0,1760090.0,0.22241699563111955,1454961.0,295527.0,0.20311678457360713,0.15653336676277632
0,3,420013.0,34059.0,M_NLS_1hrBleb_Composite_7.tif,M_LNS,blebbistatin,1hr,14966744.0,5045489.0,0.337113336073631,14999049.0,5670042.0,0.37802676689702125,0.08109034720353894
1,4,129448.0,6234.0,M_NLS_1hrBleb_Composite_7.tif,M_LNS,blebbistatin,1hr,5054904.0,417839.0,0.08266012569180345,1126841.0,19062.0,0.016916317386392578,0.048158333848340645
2,9,159478.0,27767.0,M_NLS_1hrBleb_Composite_7.tif,M_LNS,blebbistatin,1hr,11138200.0,2975855.0,0.267175575945844,619453.0,126974.0,0.2049776173495003,0.17411178971394173
3,10,117556.0,24103.0,M_NLS_1hrBleb_Composite_7.tif,M_LNS,blebbistatin,1hr,6187333.0,1569119.0,0.25360183458688906,396679.0,134212.0,0.3383390600460322,0.20503419646806628
4,13,214386.0,26116.0,M_NLS_1hrBleb_Composite_7.tif,M_LNS,blebbistatin,1hr,16530229.0,2660579.0,0.1609523376838881,2088482.0,841156.0,0.40275951624194034,0.12181765600365696
5,14,157180.0,37580.0,M_NLS_1hrBleb_Composite_7.tif,M_LNS,blebbistatin,1hr,11014725.0,3120654.0,0.28331656033173774,400717.0,99901.0,0.24930561967672946,0.23908894261356406
6,15,162936.0,33222.0,M_NLS_1hrBleb_Composite_7.tif,M_LNS,blebbistatin,1hr,10398894.0,3076139.0,0.2958140548408321,2448687.0,1448441.0,0.5915174132096099,0.2038960082486375
0,13,161362.0,35978.0,M_NLS_1hrBleb_Composite_8.tif,M_LNS,blebbistatin,1hr,7911203.0,2319238.0,0.29315870165384456,1460160.0,539846.0,0.36971701731317114,0.22296451456972521
1,15,248258.0,39152.0,M_NLS_1hrBleb_Composite_8.tif,M_LNS,blebbistatin,1hr,10444987.0,3470831.0,0.33229634464839447,3256424.0,1388981.0,0.42653567225889505,0.15770690169098278
2,16,55323.0,3902.0,M_NLS_1hrBleb_Composite_8.tif,M_LNS,blebbistatin,1hr,1658765.0,102908.0,0.06203892655077724,484068.0,31490.0,0.06505284381533173,0.07053124378649024
3,18,100479.0,18383.0,M_NLS_1hrBleb_Composite_8.tif,M_LNS,blebbistatin,1hr,6179983.0,1454647.0,0.23538042094937803,507266.0,101438.0,0.1999700354449145,0.182953652006887
4,19,101025.0,15472.0,M_NLS_1hrBleb_Composite_8.tif,M_LNS,blebbistatin,1hr,5010169.0,935323.0,0.18668492020927838,456256.0,75217.0,0.16485701009959322,0.15315021034397427
5,20,24112.0,1581.0,M_NLS_1hrBleb_Composite_8.tif,M_LNS,blebbistatin,1hr,1403963.0,97764.0,0.0696343137247919,2823919.0,196796.0,0.06968896770764317,0.0655690112806901
6,23,240610.0,25906.0,M_NLS_1hrBleb_Composite_8.tif,M_LNS,blebbistatin,1hr,6062783.0,893292.0,0.14734025611670415,1500208.0,249482.0,0.16629827330610156,0.10766801047338016
0,3,200798.0,38582.0,M_NLS_1hrBleb_Composite_9.tif,M_LNS,blebbistatin,1hr,10908774.0,3037065.0,0.27840571268595354,1957528.0,455343.0,0.23261123212541532,0.19214334804131517
1,5,120277.0,32606.0,M_NLS_1hrBleb_Composite_9.tif,M_LNS,blebbistatin,1hr,6845201.0,2584122.0,0.3775085640290183,1403476.0,420259.0,0.29944152945971286,0.2710908985092744
2,7,146288.0,23854.0,M_NLS_1hrBleb_Composite_9.tif,M_LNS,blebbistatin,1hr,9044360.0,2190272.0,0.24216992689366634,1625273.0,315321.0,0.19401109844315387,0.16306190528272996
3,8,97764.0,33962.0,M_NLS_1hrBleb_Composite_9.tif,M_LNS,blebbistatin,1hr,7240464.0,2893870.0,0.3996801862422077,1129877.0,452700.0,0.40066308102563375,0.3473875864326337
4,14,191919.0,30444.0,M_NLS_1hrBleb_Composite_9.tif,M_LNS,blebbistatin,1hr,13392037.0,3038653.0,0.22689998541670695,2021065.0,373639.0,0.18487233216150892,0.15862942178731654
5,18,87329.0,5535.0,M_NLS_1hrBleb_Composite_9.tif,M_LNS,blebbistatin,1hr,6267577.0,477494.0,0.07618478400823796,845679.0,76000.0,0.08986861445063671,0.06338100745456836
6,19,38895.0,5307.0,M_NLS_1hrBleb_Composite_9.tif,M_LNS,blebbistatin,1hr,2909743.0,460450.0,0.15824421606994157,467744.0,68263.0,0.145940942053773,0.13644427304280757
7,20,146526.0,25142.0,M_NLS_1hrBleb_Composite_9.tif,M_LNS,blebbistatin,1hr,8079889.0,1459498.0,0.1806334220680507,1622709.0,369110.0,0.2274653064720785,0.17158729508756126
8,26,100153.0,16499.0,M_NLS_1hrBleb_Composite_9.tif,M_LNS,blebbistatin,1hr,4516665.0,944936.0,0.20921099970885598,1708792.0,405232.0,0.2371453049873829,0.16473795093506935
0,8,138746.0,27507.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,9576222.0,2973237.0,0.3104812106486253,8672209.0,1954237.0,0.22534477663072927,0.19825436408977556
1,9,151690.0,36318.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,9947242.0,3542249.0,0.35610363153927493,9596140.0,2481452.0,0.25858855748248777,0.23942250642758256
2,11,155468.0,26987.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,10847228.0,2364358.0,0.21796886725345868,9031915.0,1863814.0,0.20635867365890845,0.17358556101577174
3,14,93237.0,28496.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,10733537.0,4769370.0,0.4443428107621933,6712240.0,2322669.0,0.3460348557262553,0.30562973926660014
4,17,102053.0,33008.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,8588445.0,3296942.0,0.3838811333134229,6801011.0,2316009.0,0.3405389286975128,0.32343978129011397
5,18,87400.0,26083.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,6449170.0,2312865.0,0.35862987020035136,5620594.0,1787522.0,0.31803079887997604,0.2984324942791762
6,19,112782.0,28993.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,6544601.0,2356406.0,0.36005342418888486,6734301.0,1902701.0,0.2825387519803466,0.2570711638382011
7,21,109242.0,29285.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,11755173.0,3988532.0,0.3393001532176515,7694161.0,2267421.0,0.2946937294397661,0.2680745500814705
8,22,103433.0,34627.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,12555673.0,3994540.0,0.3181462276056409,8227884.0,2884388.0,0.35056255046862594,0.33477710208540795
9,26,209723.0,28916.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,9161034.0,2552373.0,0.2786118903171847,10903011.0,1827289.0,0.16759489649235426,0.13787710456173144
10,27,102754.0,30680.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,6677038.0,2182204.0,0.3268221627613921,6261153.0,1971590.0,0.314892480666101,0.2985771843431886
11,29,108779.0,30826.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,7157346.0,2956115.0,0.41301831712481135,6291502.0,1977625.0,0.31433273008575696,0.28338190275696595
12,31,81913.0,27102.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,7155545.0,2718268.0,0.37988273429906455,5068646.0,1771821.0,0.3495649528493408,0.330863232942268
13,34,52115.0,19088.0,1hrROCKi_Composite_1.tif,OTHER,ROCKi,1hr,6212631.0,2615548.0,0.4210048850478968,3609058.0,1401876.0,0.3884326602675823,0.3662669097188909
0,8,72334.0,24664.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,5202363.0,2151727.0,0.41360570187047696,2683886.0,1020815.0,0.38034961246491095,0.3409738159095308
1,9,101422.0,31715.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,7089789.0,2110045.0,0.29761746082993445,4210889.0,1472228.0,0.349624034259749,0.3127033582457455
2,12,100043.0,28583.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,8851491.0,3015689.0,0.34069842018706226,4265856.0,1331523.0,0.31213500877666756,0.28570714592725127
3,13,77112.0,35254.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,4309163.0,1804018.0,0.4186469622987109,3117081.0,1450259.0,0.4652618908523712,0.4571791679634817
4,14,78579.0,30306.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,4308339.0,1401811.0,0.325371564308194,3224218.0,1266313.0,0.39275042816583744,0.3856755621730997
5,15,121868.0,37273.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,8845625.0,2724466.0,0.30800152617819543,4916823.0,1571318.0,0.31957994013614077,0.3058473102044835
6,17,118165.0,28127.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,8554890.0,2724556.0,0.31847937261612946,4704707.0,1207178.0,0.256589411412868,0.2380315660305505
7,18,121268.0,33854.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,8980676.0,2783228.0,0.30991297314366983,4926925.0,1471962.0,0.29875875926668255,0.27916680410330835
8,19,166033.0,37522.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,10561303.0,3373779.0,0.31944723108502804,6417722.0,1572839.0,0.2450774589488295,0.22599121861316726
9,20,99337.0,25520.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,7725129.0,2409450.0,0.31189770423251184,3850992.0,1057508.0,0.2746066468068487,0.25690326867129065
10,21,91608.0,33747.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,6928357.0,2571009.0,0.37108494842283674,3803174.0,1469283.0,0.38633073322440675,0.36838485721771025
11,25,101798.0,28263.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,8956266.0,2514544.0,0.28075807484949644,4358810.0,1242633.0,0.28508537880751855,0.27763806754553133
12,26,95057.0,29364.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,7834299.0,2527489.0,0.32261839891482313,4311586.0,1407879.0,0.32653390190987724,0.3089093912073808
13,27,132091.0,32869.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,11302189.0,3525582.0,0.31193797944805207,5470371.0,1550235.0,0.2833875435505197,0.24883602970679305
14,28,155454.0,32140.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,12806729.0,3207762.0,0.2504747309012317,7153168.0,1588739.0,0.22210285009383254,0.206749263447708
15,29,83196.0,26593.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,6199427.0,1788788.0,0.2885408603085414,3460857.0,1116356.0,0.3225663470059584,0.31964277128708113
16,30,176069.0,30767.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,10366762.0,2264448.0,0.2184334896470084,7038348.0,1391837.0,0.1977505232762006,0.17474399241206573
17,33,129876.0,32251.0,1hrROCKi_Composite_2.tif,OTHER,ROCKi,1hr,8156859.0,2312129.0,0.2834582527416497,5031194.0,1307846.0,0.2599474399118778,0.2483214758692907
0,7,55221.0,23902.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,3977969.0,1776099.0,0.44648387154349367,3161347.0,1438861.0,0.455141748121924,0.43284257800474457
1,9,86234.0,30176.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,8123640.0,3671302.0,0.45192819967403774,5380156.0,2038984.0,0.3789823194717774,0.349931581510773
2,11,103832.0,33241.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,6263452.0,2746041.0,0.4384229335516581,5320608.0,1803159.0,0.3389009301192646,0.320142152708221
3,13,73744.0,34368.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,5945727.0,3477521.0,0.5848773413242822,4387081.0,2136002.0,0.48688455945992337,0.46604469516164027
4,14,88824.0,27631.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,7382696.0,2940790.0,0.398335513205474,5557522.0,1839069.0,0.3309152892242262,0.31107583535981265
5,15,84268.0,32498.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,7586906.0,3568604.0,0.4703635447704242,4998495.0,2007878.0,0.4016965106497056,0.3856505435040585
6,18,114072.0,31512.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,6291096.0,2565040.0,0.4077254583303132,5672505.0,1698436.0,0.2994155139572376,0.2762465811066695
7,19,71688.0,24726.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,5771282.0,2191280.0,0.37968687026556663,4264534.0,1562132.0,0.36630778415648696,0.3449112822229662
8,20,103376.0,28548.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,8135776.0,2809618.0,0.34534112050282606,6321223.0,1892692.0,0.29941864098134174,0.2761569416498994
9,22,365289.0,38292.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,13363917.0,2455311.0,0.18372689683720725,18750088.0,2404299.0,0.12822867818007042,0.10482658935801516
10,23,119644.0,35055.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,7783379.0,3469847.0,0.44580213812021746,6539462.0,2090140.0,0.31961956503455485,0.2929942161746515
11,24,123573.0,31985.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,9044539.0,3610171.0,0.3991547827921357,7309510.0,2080405.0,0.2846162054638409,0.25883485874746104
12,25,170982.0,34163.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,10355965.0,3025251.0,0.292126421825489,9426131.0,2068521.0,0.2194453906910481,0.1998046578002363
13,27,151891.0,37542.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,9598505.0,2562408.0,0.2669590733140213,8154187.0,2145246.0,0.2630852100890009,0.24716408477131627
14,31,172970.0,29083.0,1hrROCKi_Composite_3.tif,OTHER,ROCKi,1hr,8851662.0,2036928.0,0.2301181405254742,9079676.0,1735088.0,0.19109580562125786,0.1681389836387813
0,5,271910.0,36850.0,1hrROCKi_Composite_4.tif,OTHER,ROCKi,1hr,15203257.0,4606649.0,0.3030040865585578,14874376.0,2603704.0,0.17504626748712013,0.13552278327387737
1,7,199056.0,32890.0,1hrROCKi_Composite_4.tif,OTHER,ROCKi,1hr,11284244.0,3960082.0,0.3509390615800225,10722918.0,2224673.0,0.20746899304834748,0.16522988505747127
2,10,191370.0,36120.0,1hrROCKi_Composite_4.tif,OTHER,ROCKi,1hr,11685062.0,3201869.0,0.27401386488150425,10381230.0,2219738.0,0.21382225420301834,0.18874431729111146
3,14,115290.0,37256.0,1hrROCKi_Composite_4.tif,OTHER,ROCKi,1hr,10039796.0,4551993.0,0.4533949693798559,6745766.0,2456969.0,0.36422387020243513,0.3231503165929395
0,4,151868.0,28832.0,1hrROCKi_Composite_5.tif,OTHER,ROCKi,1hr,7529522.0,3361860.0,0.4464904943501062,2569219.0,632354.0,0.24612693585093368,0.18984907946374482
1,5,408143.0,35612.0,1hrROCKi_Composite_5.tif,OTHER,ROCKi,1hr,13737143.0,4589840.0,0.3341189649114084,6338092.0,846665.0,0.13358357688717676,0.08725373214780113
2,6,173597.0,35249.0,1hrROCKi_Composite_5.tif,OTHER,ROCKi,1hr,9358348.0,3852698.0,0.411685694953853,3012428.0,779762.0,0.2588483442591823,0.20305074396446943
3,8,268907.0,31726.0,1hrROCKi_Composite_5.tif,OTHER,ROCKi,1hr,11080629.0,3257759.0,0.29400488004787456,4531659.0,756367.0,0.16690730701493647,0.11798130952336681
0,7,314668.0,29784.0,1hrROCKi_Composite_6.tif,OTHER,ROCKi,1hr,13504774.0,4179106.0,0.30945397531273017,23865290.0,3181196.0,0.13329802403406787,0.094652141304486
1,10,228122.0,35384.0,1hrROCKi_Composite_6.tif,OTHER,ROCKi,1hr,9861024.0,3222104.0,0.3267514611058649,18231753.0,3431929.0,0.18823911227845178,0.15510998500802203
2,16,207969.0,36747.0,1hrROCKi_Composite_6.tif,OTHER,ROCKi,1hr,10399224.0,4551433.0,0.43767044541015754,16148234.0,3612869.0,0.22373152383102698,0.17669460352264038
0,7,257051.0,32133.0,1hrROCKi_Composite_7.tif,OTHER,ROCKi,1hr,10497357.0,2480839.0,0.2363298685564376,16993588.0,2773699.0,0.1632203275729646,0.12500632170269713
1,8,97605.0,22657.0,1hrROCKi_Composite_7.tif,OTHER,ROCKi,1hr,5299605.0,1683707.0,0.3177042439955431,6904631.0,1908904.0,0.27646720005746866,0.23212950156241996
2,9,165887.0,32524.0,1hrROCKi_Composite_7.tif,OTHER,ROCKi,1hr,10575829.0,4398107.0,0.41586404243109454,11704067.0,2907385.0,0.24840809609172607,0.19606117417278027
3,11,257876.0,27089.0,1hrROCKi_Composite_7.tif,OTHER,ROCKi,1hr,8856888.0,2838737.0,0.32051178698432226,14839487.0,2067568.0,0.13932880563863156,0.10504661154973709
4,12,199974.0,39038.0,1hrROCKi_Composite_7.tif,OTHER,ROCKi,1hr,10114431.0,4070298.0,0.4024248126266322,14080694.0,3388454.0,0.24064538296194776,0.19521537799913988
5,14,167607.0,25619.0,1hrROCKi_Composite_7.tif,OTHER,ROCKi,1hr,10794234.0,3862194.0,0.3578015818445292,11320044.0,2228953.0,0.19690320991685192,0.15285161120955568
6,18,171974.0,33919.0,1hrROCKi_Composite_7.tif,OTHER,ROCKi,1hr,8077499.0,2623521.0,0.3247937263749584,10989572.0,2464036.0,0.22421582933348086,0.19723330270854897
7,20,99277.0,21094.0,1hrROCKi_Composite_7.tif,OTHER,ROCKi,1hr,6721668.0,2699372.0,0.40159258088914834,6801814.0,1789124.0,0.2630363017865528,0.21247620294730904
0,3,309142.0,25865.0,1hrROCKi_Composite_8.tif,OTHER,ROCKi,1hr,13062906.0,2347361.0,0.17969669229802313,12607152.0,1346046.0,0.10676844381665264,0.0836670526812921
1,4,379097.0,29598.0,1hrROCKi_Composite_8.tif,OTHER,ROCKi,1hr,18340705.0,4067732.0,0.2217871123274705,15172409.0,1640696.0,0.10813681597958505,0.0780750045502866
2,8,352008.0,32390.0,1hrROCKi_Composite_8.tif,OTHER,ROCKi,1hr,13606557.0,3838139.0,0.28208010299740044,14189807.0,1735178.0,0.12228341090192418,0.09201495420558624
0,5,216501.0,37002.0,1hrROCKi_Composite_9.tif,OTHER,ROCKi,1hr,13913466.0,3807451.0,0.27365223014883566,1999435.0,393433.0,0.19677208811489247,0.17090914129726884
1,6,131370.0,33058.0,1hrROCKi_Composite_9.tif,OTHER,ROCKi,1hr,9548221.0,3790841.0,0.39702065966005606,1284199.0,379907.0,0.29583187652380977,0.2516404049630814
2,7,271873.0,32035.0,1hrROCKi_Composite_9.tif,OTHER,ROCKi,1hr,13361872.0,3668616.0,0.2745585349118746,2271060.0,367073.0,0.16163069227585355,0.11783075185840447
3,9,285519.0,32225.0,1hrROCKi_Composite_9.tif,OTHER,ROCKi,1hr,16627383.0,3641116.0,0.21898310756419095,2549748.0,339290.0,0.1330680522153562,0.1128646429834792
0,7,192422.0,37833.0,1hr_ROCKi_Composite_10.tif,OTHER,ROCKi,1hr,6758280.0,2072769.0,0.3067006694010902,7843261.0,1773873.0,0.22616523917793888,0.19661473220317843
1,14,201781.0,36922.0,1hr_ROCKi_Composite_10.tif,OTHER,ROCKi,1hr,11043310.0,4529586.0,0.41016561157841264,8653849.0,2105970.0,0.2433564532960998,0.18298055812985364
2,15,350888.0,35035.0,1hr_ROCKi_Composite_10.tif,OTHER,ROCKi,1hr,8022916.0,2674990.0,0.33341867221344457,12652440.0,1701873.0,0.13450947011011316,0.09984667472241855
0,9,71489.0,16196.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,7152644.0,2055552.0,0.28738351859815753,1110384.0,306082.0,0.2756541881006931,0.22655233672313224
1,10,61423.0,28377.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,5642603.0,2409638.0,0.42704368887905103,483863.0,184702.0,0.38172375238445594,0.4619930644872442
2,14,61760.0,24433.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,6170291.0,2214213.0,0.3588506603659374,2176964.0,341725.0,0.15697319753565056,0.39561204663212435
3,18,68934.0,25615.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,7892561.0,2346532.0,0.29730932709927743,905672.0,310166.0,0.3424705632944377,0.3715873154031392
4,19,52604.0,27133.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,5699188.0,2384929.0,0.41846820985726385,634862.0,219708.0,0.34607205975471833,0.5157972777735533
5,20,99133.0,19815.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,8014410.0,1813379.0,0.2262648155010787,720023.0,145812.0,0.2025101975909103,0.19988298548414757
6,21,59552.0,37425.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,5738871.0,3317025.0,0.5779926051657199,435328.0,272870.0,0.6268147236107028,0.628442369693713
7,22,52666.0,28384.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,5579872.0,3264167.0,0.5849895839904571,348254.0,190545.0,0.5471437513998404,0.5389435309307713
8,23,52893.0,24957.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,5550187.0,2263974.0,0.4079094992655202,623658.0,315490.0,0.505870204503109,0.4718393738301855
9,26,31942.0,22076.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,3032537.0,2003275.0,0.6605937536788504,257378.0,173801.0,0.6752752760531203,0.6911276688998811
10,27,62518.0,26868.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,6405271.0,2858082.0,0.446207818529458,422706.0,183360.0,0.43377666747100824,0.4297642279023641
11,31,71332.0,21283.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,7979984.0,1903913.0,0.2385860673404859,508024.0,150554.0,0.2963521408437397,0.29836539000728984
12,32,101375.0,22951.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,11050810.0,2487876.0,0.22513064653179268,958509.0,225168.0,0.23491485212971397,0.22639704069050554
13,33,107899.0,26542.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,9126774.0,2221761.0,0.24343333142685467,634150.0,137908.0,0.2174690530631554,0.24598930481283424
14,34,81777.0,25787.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,10207229.0,3055986.0,0.29939428222880077,4134068.0,1833604.0,0.4435350361919543,0.31533316213605295
15,35,67126.0,28200.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,7763292.0,3063022.0,0.39455195038393504,3961240.0,1853558.0,0.4679236804636932,0.4201054732890385
16,37,95874.0,31736.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,11340079.0,3825292.0,0.33732498688942114,865429.0,239613.0,0.27687193287953143,0.33101779418820537
17,39,35345.0,16140.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,3828034.0,1672654.0,0.43694857464693365,1514295.0,721432.0,0.47641443708128206,0.4566416749186589
18,40,202535.0,27627.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,19441909.0,2314741.0,0.11905934751571978,2732317.0,728837.0,0.26674686721928675,0.13640605327474264
19,41,41904.0,18256.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,5764056.0,2525369.0,0.43812360601631906,548424.0,148060.0,0.2699735970708795,0.43566246659030167
20,43,41081.0,20809.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,5738579.0,2899704.0,0.505300005454312,566460.0,182979.0,0.32302192564347,0.5065358681628976
21,45,39731.0,17127.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,3413727.0,1454877.0,0.42618434338774014,1839629.0,830908.0,0.4516715055046425,0.4310739724648259
22,47,83754.0,28593.0,L_NLS_1hrROCKi_Composite_1.tif,L_LNS,ROCKi,1hr,6928116.0,2499196.0,0.36073241267900247,3618500.0,1856688.0,0.5131098521486804,0.3413926499032882
0,2,84544.0,30941.0,L_NLS_1hrROCKi_Composite_10.tif,L_LNS,ROCKi,1hr,4765434.0,2382025.0,0.4998547876227013,405164.0,211098.0,0.5210186492383331,0.3659751135503406
