niche,CDH5,MMP1,COL1A1,KDR,VWF,PECAM1,VEGFA,DLL4,ITGA6,SEMA3F,JAG1,FLT1,PDGFB,COL1A2,APLN,PDGFRB,ANGPT2,ICAM1
0,-1.4809373244627522,-1.060257788851013,-0.6142809350053468,-0.9512136159780167,-1.5887078788735163,-1.2706544273447649,-1.7270415052458652,-1.0425308347040123,-0.6282682925420832,-1.298194591532502,-0.949560160966567,-0.897645225217062,-0.9725961719128076,-0.8420697404924892,-0.5139639981062745,-0.5849771446755855,-1.2464559685836631,-0.5284118770853169
1,0.5911389019077391,1.609660074478861,-0.7909879344199051,0.28297235738658283,-0.058303630891510694,-0.22098159543543006,1.169472402708293,0.3193912001187562,-0.3842701145344124,0.164018245473542,-0.9795463236574479,-0.3245208614634406,-1.003683417324922,-0.8031533385053097,-0.4513926527260161,-0.5884774534732946,-1.0134360440654142,-0.5931739918107466
2,-0.9750076623476907,-0.5815015417256907,1.7149616038447886,-0.2842536473492303,-0.7369135291324416,-0.5268455590857622,-0.35853160416304036,-0.6415829023101759,-0.2395914488080009,-0.6678752844357365,1.4958436898033867,-0.6110090444065003,-0.17284486994004622,1.4697446285029183,-0.2544057736392842,2.01298292046683,-0.061763132886885716,-0.5466689889150963
3,1.0983609533800336,0.7168583947643908,-0.41069116171346026,1.5766475068102945,0.8642830509541485,1.7125248091058973,0.661645280469631,1.7978717667890154,1.853672331132723,0.06231621563790088,0.013263875524044623,1.925026391229055,-0.13552886127992836,-0.1493640488104953,-0.33268723141381995,-0.33855050728117614,1.02994828887455,0.22090817503493845
4,0.3256747279517125,-0.02744297465615501,0.7146286531442089,0.4796681307881244,0.8779841666164214,0.35234246759073057,-0.032410351072623474,-0.025083173315741947,0.32500153109603286,0.05607776390089976,0.847533882976099,-0.0990390784336685,0.7015249558258823,1.002255350071854,2.031540008768047,-0.15228076908055294,1.1559676642636063,-0.49572642731473526
5,0.440770403570957,-0.6573161640103933,-0.6136302258502855,-1.1038207316577542,0.6416578213268963,-0.0463856948306696,0.2868657773036075,-0.40806605657784123,-0.9265440063442586,1.683657650955896,-0.42753496367951455,0.007187818291617925,1.583128364631822,-0.6774128507664797,-0.4790903528826522,-0.34869704595622114,0.13573919239780668,1.9430731100909575
