gene_ID,n_cells,n_states,pct_cells_covered
310111100100000000,1,879,92.67631103074142
101101100011000000,1,880,92.68106976301513
100111101000100000,1,881,92.68582849528886
010100110100000000,1,882,92.69058722756257
100011000000001010,1,883,92.6953459598363
000011100001001010,1,884,92.70010469211002
000010000000001010,1,885,92.70486342438375
100000000000101010,1,886,92.70962215665746
100000000011000100,1,887,92.71438088893119
100000000010000010,1,888,92.71913962120492
100000110001000100,1,889,92.72389835347863
001001000000100000,1,890,92.72865708575236
110010100010000000,1,891,92.73341581802607
100100110010100000,1,892,92.7381745502998
010011100000000000,1,893,92.74293328257352
010100000100100000,1,894,92.74769201484725
000010100000101000,1,895,92.75245074712096
001010000000100010,1,896,92.75720947939469
110000010000001000,1,897,92.76196821166842
310100100000001000,1,898,92.76672694394213
000010001010000000,1,899,92.77148567621586
001000000010011100,1,900,92.77624440848957
010110000000110000,1,901,92.7810031407633
010000000000001001,1,902,92.78576187303702
001010010001000000,1,903,92.79052060531075
010100001100100000,1,904,92.79527933758446
100010010010001000,1,905,92.80003806985819
310110100000000000,1,906,92.80479680213192
010000110010010000,1,907,92.80955553440563
100000000000000101,1,908,92.81431426667936
300001010000000010,1,909,92.81907299895308
100110000000100100,1,910,92.8238317312268
110100010001001000,1,911,92.82859046350052
300110010000100000,1,912,92.83334919577425
100010010000000001,1,913,92.83810792804796
000000111000000000,1,914,92.84286666032169
000011100000001000,1,915,92.84762539259542
010011010000000000,1,916,92.85238412486913
100130100100001000,1,917,92.85714285714286
001000100011000000,1,918,92.86190158941658
100101010000101000,1,919,92.8666603216903
110010100100001000,1,920,92.87141905396402
010100100000001000,1,921,92.87617778623775
100130100000000000,1,922,92.88093651851146
001411100000010000,1,923,92.88569525078519
100100300010001000,1,924,92.89045398305892
010000100000000100,1,925,92.89521271533263
100130100100000000,1,926,92.89997144760636
000100001001000000,1,927,92.90473017988008
100111110000101000,1,928,92.9094889121538
310000000001000000,1,929,92.91424764442752
010100000010001000,1,930,92.91900637670125
100011110000100000,1,931,92.92376510897498
400111110010000000,1,932,92.92852384124869
000100100000000100,1,933,92.93328257352242
010101001000000000,1,934,92.93804130579613
100110110100000000,1,935,92.94280003806986
110111000100000000,1,936,92.94755877034358
110010300010000001,1,937,92.9523175026173
001010000010110000,1,938,92.95707623489102
101110100010100000,1,939,92.96183496716475
000031110110101000,1,940,92.96659369943848
100000010030100000,1,941,92.97135243171219
010110000000000001,1,942,92.97611116398592
000130100000000000,1,943,92.98086989625963
000100100101000000,1,944,92.98562862853336
100111011100000000,1,945,92.99038736080708
000101000100000010,1,946,92.9951460930808
110010010010000000,1,947,92.99990482535452
310010010001000000,1,948,93.00466355762825
100111100000001100,1,949,93.00942228990198
100111000010000000,1,950,93.01418102217569
400010000001001000,1,951,93.01893975444942
300103010000000000,1,952,93.02369848672313
100001011001000000,1,953,93.02845721899686
000001010011000000,1,954,93.03321595127058
010100000000001010,1,955,93.0379746835443
000000000000000101,1,956,93.04273341581802
101000030010000000,1,957,93.04749214809175
000010010000001000,1,958,93.05225088036548
090100001000000000,1,959,93.05700961263919
100110000100100001,1,960,93.06176834491292
000100000110000000,1,961,93.06652707718663
300100000000010000,1,962,93.07128580946036
010010100001001000,1,963,93.07604454173408
110011000000001000,1,964,93.0808032740078
000010000100000010,1,965,93.08556200628152
100011110001000000,1,966,93.09032073855525
110100000000001000,1,967,93.09507947082898
000010010100001000,1,968,93.09983820310269
110010000010000000,1,969,93.10459693537642
000110000010000001,1,970,93.10935566765014
000001100001000001,1,971,93.11411439992386
000010000010001000,1,972,93.11887313219758
010000001011000000,1,973,93.1236318644713
100110000100100000,1,974,93.12839059674502
000111000000101000,1,975,93.13314932901875
400131010000001000,1,976,93.13790806129248
110111001000000010,1,977,93.14266679356619
310000000000001010,1,978,93.14742552583992
300101100000001000,1,979,93.15218425811364
000100111010000000,1,980,93.15694299038736
101111011000000000,1,981,93.16170172266108
101101100000000000,1,982,93.1664604549348
110000000010100000,1,983,93.17121918720852
500100010000000000,1,984,93.17597791948225
100110010101000000,1,985,93.18073665175598
110000010010000000,1,986,93.1854953840297
110100300010000000,1,987,93.19025411630342
