state_code,binary_state,n_cells,pct_all_cells,pct_expressed_cells,cluster_id,nearest_neighbor_hamming
1_5_8_11,100010010010000000,4,0.01903492909488912,0.029634019854793303,14,0.05555555555555555
1_5_7_12,100010100001000000,4,0.01903492909488912,0.029634019854793303,7,0.05555555555555555
1_5_7_9,100010101000000000,4,0.01903492909488912,0.029634019854793303,12,0.05555555555555555
1_5_7_17,100010100000000010,4,0.01903492909488912,0.029634019854793303,13,0.05555555555555555
1_3_14_16,101000000000010100,4,0.01903492909488912,0.029634019854793303,1,0.05555555555555555
1_4_10_12,100100000101000000,4,0.01903492909488912,0.029634019854793303,8,0.05555555555555555
1_3_14,101000000000010000,4,0.01903492909488912,0.029634019854793303,2,0.05555555555555555
4_5_7_8,000110110000000000,4,0.01903492909488912,0.029634019854793303,19,0.05555555555555555
4_5_6_8,000111010000000000,4,0.01903492909488912,0.029634019854793303,21,0.05555555555555555
1_4_5_7_11,100110100010000000,4,0.01903492909488912,0.029634019854793303,14,0.05555555555555555
1_4_5_7_16,100110100000000100,4,0.01903492909488912,0.029634019854793303,18,0.05555555555555555
1_4_6_7_10,100101100100000000,4,0.01903492909488912,0.029634019854793303,9,0.05555555555555555
1_6_8_13,100001010000100000,4,0.01903492909488912,0.029634019854793303,17,0.05555555555555555
1_6_8_9,100001011000000000,4,0.01903492909488912,0.029634019854793303,12,0.05555555555555555
1_2_4_6_7,110101100000000000,4,0.01903492909488912,0.029634019854793303,5,0.05555555555555555
1_6_18,100001000000000001,4,0.01903492909488912,0.029634019854793303,21,0.05555555555555555
1_4_5_6_17,100111000000000010,4,0.01903492909488912,0.029634019854793303,13,0.05555555555555555
1_2_4_5_7_8,110110110000000000,4,0.01903492909488912,0.029634019854793303,6,0.05555555555555555
1_5_6_13,100011000000100000,4,0.01903492909488912,0.029634019854793303,17,0.05555555555555555
1_5_9_17,100010001000000010,4,0.01903492909488912,0.029634019854793303,12,0.05555555555555555
4_5_11,000110000010000000,4,0.01903492909488912,0.029634019854793303,14,0.05555555555555555
4_5_6_7,000111100000000000,4,0.01903492909488912,0.029634019854793303,16,0.05555555555555555
1_2_6_10,110001000100000000,4,0.01903492909488912,0.029634019854793303,5,0.05555555555555555
1_2_5_7_13,110010100000100000,4,0.01903492909488912,0.029634019854793303,17,0.05555555555555555
1_8_15,100000010000001000,4,0.01903492909488912,0.029634019854793303,20,0.05555555555555555
1_7_8_12,100000110001000000,4,0.01903492909488912,0.029634019854793303,8,0.05555555555555555
1_7_8_13,100000110000100000,4,0.01903492909488912,0.029634019854793303,19,0.05555555555555555
2_14,010000000000010000,4,0.01903492909488912,0.029634019854793303,4,0.05555555555555555
4_14,000100000000010000,4,0.01903492909488912,0.029634019854793303,2,0.05555555555555555
3_7_17,001000100000000010,4,0.01903492909488912,0.029634019854793303,2,0.05555555555555555
2_7_14,010000100000010000,4,0.01903492909488912,0.029634019854793303,4,0.05555555555555555
2_6_7,010001100000000000,4,0.01903492909488912,0.029634019854793303,16,0.05555555555555555
7_11_16,000000100010000100,4,0.01903492909488912,0.029634019854793303,1,0.05555555555555555
1_2_4_7_9,110100101000000000,4,0.01903492909488912,0.029634019854793303,12,0.05555555555555555
2_3_7,011000100000000000,4,0.01903492909488912,0.029634019854793303,4,0.05555555555555555
1_2_4_5_6,110111000000000000,4,0.01903492909488912,0.029634019854793303,5,0.05555555555555555
5_7_8,000010110000000000,4,0.01903492909488912,0.029634019854793303,19,0.05555555555555555
5_7_9,000010101000000000,4,0.01903492909488912,0.029634019854793303,16,0.05555555555555555
8_16,000000010000000100,4,0.01903492909488912,0.029634019854793303,1,0.05555555555555555
8_17,000000010000000010,4,0.01903492909488912,0.029634019854793303,13,0.05555555555555555
7_8_11,000000110010000000,3,0.01427619682116684,0.022225514891094977,14,0.05555555555555555
8_13,000000010000100000,3,0.01427619682116684,0.022225514891094977,19,0.05555555555555555
5_9,000010001000000000,3,0.01427619682116684,0.022225514891094977,12,0.05555555555555555
6_18,000001000000000001,3,0.01427619682116684,0.022225514891094977,21,0.05555555555555555
1_2_4_5_6_7,110111100000000000,3,0.01427619682116684,0.022225514891094977,6,0.05555555555555555
1_2_4_5_6_7_10,110111100100000000,3,0.01427619682116684,0.022225514891094977,6,0.05555555555555555
1_2_4_5_6_7_8,110111110000000000,3,0.01427619682116684,0.022225514891094977,6,0.05555555555555555
5_7_17,000010100000000010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
5_7_18,000010100000000001,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
5_8_13,000010010000100000,3,0.01427619682116684,0.022225514891094977,19,0.05555555555555555
6_8_10,000001010100000000,3,0.01427619682116684,0.022225514891094977,21,0.05555555555555555
6_9,000001001000000000,3,0.01427619682116684,0.022225514891094977,12,0.05555555555555555
10_18,000000000100000001,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
7_11_18,000000100010000001,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
7_8_10_12,000000110101000000,3,0.01427619682116684,0.022225514891094977,10,0.05555555555555555
1_2_4_7_8_12,110100110001000000,3,0.01427619682116684,0.022225514891094977,8,0.05555555555555555
1_2_4_7_8_16,110100110000000100,3,0.01427619682116684,0.022225514891094977,3,0.05555555555555555
1_2_4_7_8_9_10,110100111100000000,3,0.01427619682116684,0.022225514891094977,11,0.05555555555555555
1_2_4_7_9_10,110100101100000000,3,0.01427619682116684,0.022225514891094977,11,0.05555555555555555
1_2_5_12,110010000001000000,3,0.01427619682116684,0.022225514891094977,4,0.05555555555555555
1_2_5_18,110010000000000001,3,0.01427619682116684,0.022225514891094977,4,0.05555555555555555
1_2_5_6_10,110011000100000000,3,0.01427619682116684,0.022225514891094977,5,0.05555555555555555
1_2_5_7_10,110010100100000000,3,0.01427619682116684,0.022225514891094977,6,0.05555555555555555
1_2_5_7_10_11,110010100110000000,3,0.01427619682116684,0.022225514891094977,6,0.05555555555555555
1_2_5_7_12,110010100001000000,3,0.01427619682116684,0.022225514891094977,7,0.05555555555555555
2_16,010000000000000100,3,0.01427619682116684,0.022225514891094977,1,0.05555555555555555
2_17,010000000000000010,3,0.01427619682116684,0.022225514891094977,4,0.05555555555555555
2_3_14,011000000000010000,3,0.01427619682116684,0.022225514891094977,4,0.05555555555555555
2_3_7_14,011000100000010000,3,0.01427619682116684,0.022225514891094977,4,0.05555555555555555
2_4_10,010100000100000000,3,0.01427619682116684,0.022225514891094977,10,0.05555555555555555
2_4_5_7,010110100000000000,3,0.01427619682116684,0.022225514891094977,6,0.05555555555555555
2_4_7_8_12,010100110001000000,3,0.01427619682116684,0.022225514891094977,3,0.05555555555555555
2_4_8,010100010000000000,3,0.01427619682116684,0.022225514891094977,3,0.05555555555555555
2_8_17,010000010000000010,3,0.01427619682116684,0.022225514891094977,4,0.05555555555555555
3_10,001000000100000000,3,0.01427619682116684,0.022225514891094977,10,0.05555555555555555
1_2_7_13,110000100000100000,3,0.01427619682116684,0.022225514891094977,17,0.05555555555555555
1_7_9_10,100000101100000000,3,0.01427619682116684,0.022225514891094977,12,0.05555555555555555
2_11,010000000010000000,3,0.01427619682116684,0.022225514891094977,14,0.05555555555555555
1_7_13_17,100000100000100010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
1_7_13_18,100000100000100001,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
1_7_8_18,100000110000000001,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
1_2_5_7_8_10_12,110010110101000000,3,0.01427619682116684,0.022225514891094977,6,0.1111111111111111
1_2_5_7_8_18,110010110000000001,3,0.01427619682116684,0.022225514891094977,6,0.05555555555555555
4_5_15,000110000000001000,3,0.01427619682116684,0.022225514891094977,20,0.05555555555555555
4_5_16,000110000000000100,3,0.01427619682116684,0.022225514891094977,1,0.05555555555555555
4_5_17,000110000000000010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
1_2_4_5_6_7_8_10,110111110100000000,3,0.01427619682116684,0.022225514891094977,6,0.05555555555555555
1_4_5_6_9,100111001000000000,3,0.01427619682116684,0.022225514891094977,12,0.05555555555555555
1_4_6_7_12,100101100001000000,3,0.01427619682116684,0.022225514891094977,8,0.05555555555555555
1_7_10_13,100000100100100000,3,0.01427619682116684,0.022225514891094977,10,0.05555555555555555
1_6_7_10,100001100100000000,3,0.01427619682116684,0.022225514891094977,9,0.05555555555555555
1_6_7_13,100001100000100000,3,0.01427619682116684,0.022225514891094977,17,0.05555555555555555
1_6_7_15,100001100000001000,3,0.01427619682116684,0.022225514891094977,20,0.05555555555555555
1_6_7_17,100001100000000010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
1_6_7_18,100001100000000001,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
1_2_4_5_6_8,110111010000000000,3,0.01427619682116684,0.022225514891094977,5,0.05555555555555555
1_2_4_5_7_10,110110100100000000,3,0.01427619682116684,0.022225514891094977,6,0.05555555555555555
1_2_4_6_10,110101000100000000,3,0.01427619682116684,0.022225514891094977,5,0.05555555555555555
1_2_4_6_7_12,110101100001000000,3,0.01427619682116684,0.022225514891094977,8,0.05555555555555555
1_2_4_6_7_8,110101110000000000,3,0.01427619682116684,0.022225514891094977,5,0.05555555555555555
1_2_4_7_8_11,110100110010000000,3,0.01427619682116684,0.022225514891094977,14,0.05555555555555555
4_5_7_10,000110100100000000,3,0.01427619682116684,0.022225514891094977,10,0.05555555555555555
4_6_10,000101000100000000,3,0.01427619682116684,0.022225514891094977,21,0.05555555555555555
1_3_13,101000000000100000,3,0.01427619682116684,0.022225514891094977,17,0.05555555555555555
1_3_16,101000000000000100,3,0.01427619682116684,0.022225514891094977,1,0.05555555555555555
1_5_8_13,100010010000100000,3,0.01427619682116684,0.022225514891094977,19,0.05555555555555555
1_5_6_15,100011000000001000,3,0.01427619682116684,0.022225514891094977,20,0.05555555555555555
1_5_6_7_8_10,100011110100000000,3,0.01427619682116684,0.022225514891094977,9,0.05555555555555555
1_5_6_9,100011001000000000,3,0.01427619682116684,0.022225514891094977,12,0.05555555555555555
1_5_7_18,100010100000000001,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
1_5_7_8_10,100010110100000000,3,0.01427619682116684,0.022225514891094977,9,0.05555555555555555
1_4_8_9,100100011000000000,3,0.01427619682116684,0.022225514891094977,12,0.05555555555555555
1_5_12_15,100010000001001000,3,0.01427619682116684,0.022225514891094977,7,0.05555555555555555
1_5_17_18,100010000000000011,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
4_6_12,000101000001000000,3,0.01427619682116684,0.022225514891094977,21,0.05555555555555555
4_6_15,000101000000001000,3,0.01427619682116684,0.022225514891094977,20,0.05555555555555555
4_6_18,000101000000000001,3,0.01427619682116684,0.022225514891094977,21,0.05555555555555555
4_7_12,000100100001000000,3,0.01427619682116684,0.022225514891094977,8,0.05555555555555555
4_7_14,000100100000010000,3,0.01427619682116684,0.022225514891094977,2,0.05555555555555555
1_4_7_14,100100100000010000,3,0.01427619682116684,0.022225514891094977,2,0.05555555555555555
1_4_7_8_10,100100110100000000,3,0.01427619682116684,0.022225514891094977,9,0.05555555555555555
1_4_7_8_11,100100110010000000,3,0.01427619682116684,0.022225514891094977,14,0.05555555555555555
1_4_5_11,100110000010000000,3,0.01427619682116684,0.022225514891094977,14,0.05555555555555555
1_4_5_14_16,100110000000010100,3,0.01427619682116684,0.022225514891094977,18,0.1111111111111111
1_4_5_18,100110000000000001,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
1_4_7_8_17,100100110000000010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
5_6_11,000011000010000000,3,0.01427619682116684,0.022225514891094977,14,0.05555555555555555
5_6_7_10,000011100100000000,3,0.01427619682116684,0.022225514891094977,10,0.05555555555555555
5_6_7_13,000011100000100000,3,0.01427619682116684,0.022225514891094977,17,0.05555555555555555
5_6_8,000011010000000000,3,0.01427619682116684,0.022225514891094977,21,0.05555555555555555
5_7_12,000010100001000000,3,0.01427619682116684,0.022225514891094977,7,0.05555555555555555
1_4_5_7_8_13,100110110000100000,3,0.01427619682116684,0.022225514891094977,19,0.05555555555555555
1_4_5_7_9,100110101000000000,3,0.01427619682116684,0.022225514891094977,12,0.05555555555555555
1_4_5_8_12,100110010001000000,3,0.01427619682116684,0.022225514891094977,7,0.05555555555555555
1_4_5_8_12_17,100110010001000010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
1_11_13,100000000010100000,3,0.01427619682116684,0.022225514891094977,14,0.05555555555555555
1_12_17,100000000001000010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
1_4_6_7_17,100101100000000010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
1_4_6_7_18,100101100000000001,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
1_4_6_7_8_10,100101110100000000,3,0.01427619682116684,0.022225514891094977,9,0.05555555555555555
1_4_6_7_9,100101101000000000,3,0.01427619682116684,0.022225514891094977,12,0.05555555555555555
1_4_6_8_16,100101010000000100,3,0.01427619682116684,0.022225514891094977,21,0.05555555555555555
1_4_6_8_17,100101010000000010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
1_4_6_8_9_12,100101011001000000,3,0.01427619682116684,0.022225514891094977,8,0.05555555555555555
1_4_6_9_17,100101001000000010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
1_4_5_8_13,100110010000100000,3,0.01427619682116684,0.022225514891094977,19,0.05555555555555555
1_4_5_8_16,100110010000000100,3,0.01427619682116684,0.022225514891094977,18,0.05555555555555555
1_4_5_9,100110001000000000,3,0.01427619682116684,0.022225514891094977,12,0.05555555555555555
1_17_18,100000000000000011,3,0.01427619682116684,0.022225514891094977,15,0.05555555555555555
1_2_17,110000000000000010,3,0.01427619682116684,0.022225514891094977,4,0.05555555555555555
1_2_4_5_10,110110000100000000,3,0.01427619682116684,0.022225514891094977,6,0.05555555555555555
1_2_4_5_12,110110000001000000,3,0.01427619682116684,0.022225514891094977,7,0.05555555555555555
7_14_16,000000100000010100,3,0.01427619682116684,0.022225514891094977,1,0.05555555555555555
7_14_17,000000100000010010,3,0.01427619682116684,0.022225514891094977,13,0.05555555555555555
14_18,000000000000010001,3,0.01427619682116684,0.022225514891094977,2,0.05555555555555555
