state_code,binary_state,n_cells,pct_all_cells,pct_expressed_cells,cluster_id,nearest_neighbor_hamming
1_6_13,100001000000100000,9,0.04282859046350052,0.06667654467328493,17,0.05555555555555555
1_4_5_10,100110000100000000,9,0.04282859046350052,0.06667654467328493,10,0.05555555555555555
1_4_8_17,100100010000000010,9,0.04282859046350052,0.06667654467328493,13,0.05555555555555555
1_5_18,100010000000000001,9,0.04282859046350052,0.06667654467328493,15,0.05555555555555555
7_9,000000101000000000,9,0.04282859046350052,0.06667654467328493,16,0.05555555555555555
1_4_6_8_12,100101010001000000,8,0.03806985818977824,0.059268039709586606,8,0.05555555555555555
1_14,100000000000010000,8,0.03806985818977824,0.059268039709586606,2,0.05555555555555555
1_2_10,110000000100000000,8,0.03806985818977824,0.059268039709586606,10,0.05555555555555555
1_5_6_12,100011000001000000,8,0.03806985818977824,0.059268039709586606,7,0.05555555555555555
5_15,000010000000001000,8,0.03806985818977824,0.059268039709586606,20,0.05555555555555555
5_12,000010000001000000,8,0.03806985818977824,0.059268039709586606,7,0.05555555555555555
4_8_12,000100010001000000,8,0.03806985818977824,0.059268039709586606,8,0.05555555555555555
1_4_5_12,100110000001000000,8,0.03806985818977824,0.059268039709586606,7,0.05555555555555555
4_5_13,000110000000100000,8,0.03806985818977824,0.059268039709586606,17,0.05555555555555555
4_16,000100000000000100,8,0.03806985818977824,0.059268039709586606,1,0.05555555555555555
2_12,010000000001000000,8,0.03806985818977824,0.059268039709586606,4,0.05555555555555555
1_8_17,100000010000000010,8,0.03806985818977824,0.059268039709586606,13,0.05555555555555555
2_10,010000000100000000,8,0.03806985818977824,0.059268039709586606,10,0.05555555555555555
1_7_17,100000100000000010,8,0.03806985818977824,0.059268039709586606,13,0.05555555555555555
1_7_15,100000100000001000,8,0.03806985818977824,0.059268039709586606,20,0.05555555555555555
1_6_10,100001000100000000,8,0.03806985818977824,0.059268039709586606,21,0.05555555555555555
1_6_7_8,100001110000000000,8,0.03806985818977824,0.059268039709586606,21,0.05555555555555555
1_4_5_6_12,100111000001000000,8,0.03806985818977824,0.059268039709586606,7,0.05555555555555555
1_6_8_12,100001010001000000,8,0.03806985818977824,0.059268039709586606,8,0.05555555555555555
1_3_7,101000100000000000,8,0.03806985818977824,0.059268039709586606,2,0.05555555555555555
1_5_8_10,100010010100000000,8,0.03806985818977824,0.059268039709586606,9,0.05555555555555555
1_2_8_12,110000010001000000,8,0.03806985818977824,0.059268039709586606,8,0.05555555555555555
1_2_9,110000001000000000,8,0.03806985818977824,0.059268039709586606,12,0.05555555555555555
