gene_ID,n_cells,cluster_id,nearest_neighbor_hamming
100110000100000000,8,5,0.05555555555555555
000000101000000000,8,9,0.05555555555555555
000001000000100000,8,11,0.05555555555555555
100111000001000000,8,4,0.05555555555555555
010000000100000000,8,8,0.05555555555555555
000001000001000000,8,4,0.05555555555555555
100010010100000000,8,5,0.05555555555555555
000110000000100000,8,13,0.05555555555555555
000001010000000000,8,11,0.05555555555555555
100000000000010000,8,2,0.05555555555555555
100101001000000000,8,9,0.05555555555555555
100001000001000000,8,4,0.05555555555555555
100100010000000010,8,7,0.05555555555555555
000100000000000100,8,3,0.05555555555555555
000010000001000000,8,14,0.05555555555555555
100001010001000000,8,4,0.05555555555555555
400000000000000000,8,17,0.05555555555555555
100101010001000000,8,4,0.05555555555555555
000100010001000000,8,4,0.05555555555555555
000010000000001000,8,15,0.05555555555555555
101000100000000000,8,2,0.05555555555555555
400100000000000000,8,17,0.05555555555555555
300000000001000000,7,4,0.05555555555555555
000110000100000000,7,5,0.05555555555555555
001000000010000000,7,1,0.05555555555555555
000010000000000100,7,14,0.05555555555555555
110000000010000000,7,8,0.05555555555555555
110000100100000000,7,8,0.05555555555555555
110001100000000000,7,8,0.05555555555555555
000101000000000010,7,7,0.05555555555555555
100000100000000010,7,7,0.05555555555555555
000000000000010100,7,3,0.05555555555555555
100000000101000000,7,5,0.05555555555555555
110001010000000000,7,8,0.05555555555555555
100011000001000000,7,14,0.05555555555555555
000010100000100000,7,13,0.05555555555555555
400000100000000000,7,17,0.05555555555555555
000000000010000010,7,7,0.05555555555555555
100001000010000000,7,12,0.05555555555555555
100100010010000000,7,10,0.05555555555555555
100010000000000100,7,14,0.05555555555555555
100001000100000000,7,5,0.05555555555555555
000000010000000001,7,10,0.05555555555555555
000000010010000000,7,10,0.05555555555555555
110000000100000000,7,8,0.05555555555555555
010100110000000000,7,8,0.05555555555555555
100100010100000000,7,5,0.05555555555555555
110000001000000000,7,9,0.05555555555555555
000100010010000000,7,10,0.05555555555555555
001000000010010100,7,1,0.05555555555555555
100000010000000010,7,7,0.05555555555555555
100110000001000000,7,14,0.05555555555555555
000001000100000000,7,5,0.05555555555555555
110100110000000000,6,8,0.05555555555555555
300000000100000000,6,5,0.05555555555555555
100100010001000000,6,4,0.05555555555555555
100101110000000000,6,6,0.05555555555555555
300110100000000000,6,14,0.05555555555555555
300000110000000000,6,10,0.05555555555555555
000010000000000001,6,14,0.05555555555555555
100110110000000000,6,10,0.05555555555555555
100000100000000001,6,16,0.05555555555555555
100000010000000001,6,10,0.05555555555555555
310100000000000000,6,8,0.05555555555555555
500000100000000000,6,17,0.05555555555555555
000000000000100010,6,7,0.05555555555555555
300011000000000000,6,11,0.05555555555555555
010000100100000000,6,8,0.05555555555555555
000010000010000000,6,12,0.05555555555555555
000001000000000010,6,7,0.05555555555555555
000100000000001000,6,15,0.05555555555555555
100000010000100000,6,13,0.05555555555555555
001000100000010100,6,3,0.05555555555555555
110011010000000000,6,8,0.05555555555555555
110110100000000000,6,14,0.05555555555555555
010000110000000000,6,8,0.05555555555555555
000111000000100000,6,11,0.05555555555555555
100000101000000000,6,9,0.05555555555555555
110000010001000000,6,4,0.05555555555555555
100100000000000100,6,11,0.05555555555555555
000000011000000000,6,9,0.05555555555555555
300010010000000000,6,11,0.05555555555555555
100000011000000000,5,9,0.05555555555555555
010010100000000000,5,14,0.05555555555555555
100010100010000000,5,12,0.05555555555555555
100010100100100000,5,6,0.05555555555555555
000100101000000000,5,9,0.05555555555555555
000000000000010010,5,7,0.05555555555555555
100011000100000000,5,5,0.05555555555555555
400001000000000000,5,11,0.05555555555555555
000001000010000000,5,12,0.05555555555555555
100101000000001000,5,15,0.05555555555555555
100000000000100010,5,7,0.05555555555555555
100110000000001000,5,15,0.05555555555555555
100000100000001000,5,15,0.05555555555555555
000010100100000000,5,6,0.05555555555555555
100000000100100000,5,5,0.05555555555555555
110010100000000000,5,14,0.05555555555555555
010001000000000000,5,8,0.05555555555555555
000100100000000001,5,16,0.05555555555555555
000000110001000000,5,4,0.05555555555555555
000110100000100000,5,13,0.05555555555555555
100010010001000000,5,5,0.05555555555555555
100111010001000000,5,4,0.05555555555555555
000000100101000000,5,4,0.05555555555555555
100010000000001000,5,15,0.05555555555555555
100001110000000000,5,6,0.05555555555555555
100111000000100000,5,11,0.05555555555555555
001000100010000100,5,1,0.05555555555555555
100010001000000000,5,9,0.05555555555555555
000100300000000000,5,17,0.05555555555555555
100000000000100001,5,16,0.05555555555555555
100000010010000000,5,10,0.05555555555555555
000110000001000000,5,14,0.05555555555555555
100100010000100000,5,13,0.05555555555555555
300110010000000000,5,11,0.05555555555555555
100110010000000010,5,7,0.05555555555555555
000000000100010000,4,16,0.05555555555555555
101000000000010000,4,2,0.05555555555555555
100101000100000000,4,5,0.05555555555555555
100101000000100000,4,11,0.05555555555555555
000010101000000000,4,9,0.05555555555555555
000101100000100000,4,17,0.05555555555555555
000010110000000000,4,10,0.05555555555555555
000011000000100000,4,11,0.05555555555555555
000101000010000000,4,12,0.05555555555555555
100000110100000000,4,6,0.05555555555555555
000000000010100000,4,12,0.05555555555555555
100300100000000000,4,17,0.05555555555555555
000000010000000100,4,3,0.05555555555555555
100300000000000000,4,17,0.05555555555555555
010000100000010000,4,1,0.05555555555555555
010000000000010000,4,1,0.05555555555555555
000110000010000000,4,12,0.05555555555555555
000110110000000000,4,10,0.05555555555555555
100101000000000100,4,11,0.05555555555555555
100100010000001000,4,10,0.05555555555555555
000000000000100001,4,16,0.05555555555555555
000111010000000000,4,11,0.05555555555555555
100001110100000000,4,6,0.05555555555555555
100010000000100010,4,7,0.05555555555555555
000011100000000000,4,17,0.05555555555555555
100000110001000000,4,4,0.05555555555555555
101000000000010100,4,2,0.05555555555555555
