,filename,image_shape,final_gel_intensity,final_vascular_intensity,initial_gel_intensity,initial_vascular_intensity,vascular_volume_um3,gel_volume_um3,vasculature_surface_area_um2,p_um/s,p_cm/s,bead,rln,mcl,ligand
23,m4_2024.11.14_mcl1_mcl3__Bead_device2/P 4,"(3, 32, 512, 512)",15047837.0,59188136.0,7552854.0,65228345.0,39947094.412115216,176102843.70244077,3657810.180550384,0.0173788908506062,1.7378890850606283e-06,True,False,True,unknown
25,m4_2024.11.14_mcl1_mcl3__rLN3_device2/P 4,"(3, 35, 512, 512)",6568737.0,55295656.0,6380567.0,58116872.0,47530755.61897203,190124176.3070396,4456443.105402688,0.0004310240021467,4.31024002146792e-08,False,True,True,unknown
26,m4_2024.11.14_mcl1_mcl3__rLN3_device2/P 3,"(3, 31, 512, 512)",8132383.0,72549051.0,7040861.0,65728843.0,49321689.94658703,160555392.79326737,4170659.088709333,0.0019888453843009,1.9888453843009894e-07,False,True,True,unknown
27,m4_2024.11.14_mcl1_mcl3__rLN3_device2/P 2,"(3, 27, 512, 512)",7360131.0,78149549.0,7320027.0,82382786.0,42733172.78647652,139366060.76722068,3197353.5360470507,6.468849284786608e-05,6.468849284786608e-09,False,True,True,unknown
28,m4_2024.11.14_mcl1_mcl3__rLN3_device2/P 1,"(3, 32, 512, 512)",7397074.0,84322442.0,7261649.0,88651225.0,49104816.785267286,166945121.3292887,3837056.5414392175,0.0002010958419127,2.010958419127278e-08,False,True,True,unknown
30,m4_2024.11.14_mcl1_mcl3__MCL1_device2/P 2,"(3, 17, 512, 512)",7922968.0,25191687.0,1918214.0,23437265.0,20079746.767138176,94118077.6648414,1899240.387588036,0.0384116281314965,3.841162813149651e-06,False,False,True,unknown
31,m4_2024.11.14_mcl1_mcl3__MCL1_device2/P 1,"(3, 28, 512, 512)",9318202.0,30216845.0,4137197.0,40511505.0,36173984.1304294,155184532.4853202,4349129.944387833,0.0141176632734803,1.4117663273480377e-06,False,False,True,unknown
32,m4_2024.11.14_mcl1_mcl3__MCL1_device2/P 3,"(3, 20, 512, 512)",7146275.0,26552763.0,2874202.0,27778927.0,24020798.350293312,111782019.8931419,2538860.111312109,0.0209791358157794,2.097913581577947e-06,False,False,True,unknown
33,m4_2024.11.14_mcl1_mcl3__MCL1_device2/P 4,"(3, 22, 512, 512)",8253138.0,44612989.0,3608940.0,45254180.0,34870708.29731506,113277820.69552332,2787458.730381539,0.0125886539719659,1.258865397196599e-06,False,False,True,unknown
35,m4_2024.11.14_mcl1_mcl3__MCL3_device2/P 4,"(3, 32, 512, 512)",22324012.0,67348336.0,6949008.0,78197965.0,44468052.112949096,171581886.00160688,3363042.1633538497,0.0305825257795696,3.058252577956966e-06,False,False,True,unknown
36,m4_2024.11.14_mcl1_mcl3__MCL3_device2/P 1,"(3, 27, 512, 512)",12306210.0,43294523.0,4645411.0,41670740.0,32926596.99745415,149172636.55624306,3193404.178225293,0.0268477513668479,2.6847751366848e-06,False,False,True,unknown
37,m4_2024.11.14_mcl1_mcl3__MCL3_device2/P 3,"(3, 33, 512, 512)",11050950.0,46171178.0,6915595.0,68751532.0,45656615.93679424,179652605.23981413,3759550.671852703,0.008877014465246,8.877014465246043e-07,False,False,True,unknown
38,m4_2024.11.14_mcl1_mcl3__MCL3_device2/P 2,"(3, 27, 512, 512)",13107877.0,43187217.0,6144486.0,44007824.0,31477149.595513303,150622083.95818388,3385188.108925029,0.0227303031630346,2.2730303163034614e-06,False,False,True,unknown
40,m4_2024.11.14_mcl1_mcl3__Bead_device3/P 3,"(3, 29, 512, 512)",8293131.0,73564324.0,5498328.0,63852011.0,43289001.50920961,154242370.48124158,3463046.1421653107,0.0059255114422544,5.925511442254467e-07,True,False,True,unknown
41,m4_2024.11.14_mcl1_mcl3__Bead_device3/P 2,"(3, 25, 512, 512)",5515740.0,48911845.0,4567260.0,39643517.0,31609922.59443853,138143600.20985547,3008109.696667232,0.0034494474561159,3.44944745611593e-07,True,False,True,unknown
42,m4_2024.11.14_mcl1_mcl3__Bead_device3/P 4,"(3, 28, 512, 512)",6325844.0,64982617.0,5225874.0,61809557.0,40692386.91942796,150666129.69632164,3381060.615060301,0.0024063001786324,2.406300178632487e-07,True,False,True,unknown
43,m4_2024.11.14_mcl1_mcl3__Bead_device3/P 1,"(3, 26, 512, 512)",5269311.0,51211369.0,3485374.0,39344875.0,32412718.27872661,143513659.90026897,2867077.705588632,0.0069171396993633,6.917139699363395e-07,True,False,True,unknown
45,m4_2024.11.14_mcl1_mcl3__rLN3_device3/P 1,"(3, 29, 512, 512)",8016238.0,93718476.0,6798691.0,92530666.0,46210948.4680611,138574018.40292805,3110855.9175379085,0.0017572854762824,1.757285476282447e-07,False,True,True,unknown
46,m4_2024.11.14_mcl1_mcl3__rLN3_device3/P 2,"(3, 39, 512, 512)",9357887.0,87368076.0,5378927.0,55569963.0,52290293.97250796,196889434.0807956,4834542.391838876,0.0089682550419782,8.968255041978216e-07,False,True,True,unknown
47,m4_2024.11.14_mcl1_mcl3__rLN3_device3/P 3,"(3, 37, 512, 512)",7875842.0,64939421.0,6691290.0,64138932.0,45710972.35880888,189469894.5679046,4357210.181657558,0.0024906409592838,2.4906409592838375e-07,False,True,True,unknown
48,m4_2024.11.14_mcl1_mcl3__rLN3_device3/P 4,"(3, 30, 512, 512)",6782109.0,63818019.0,5193325.0,57578627.0,35102951.70435364,155281559.61727154,3159966.3364712466,0.004139904598313,4.139904598313031e-07,False,True,True,unknown
50,m4_2024.11.14_mcl1_mcl3__MCL1_device3/P 2,"(3, 23, 512, 512)",16231628.0,36715597.0,3569714.0,52614562.0,31231231.469779283,114356924.24675764,2484776.327663497,0.0330049159337909,3.300491593379091e-06,False,False,True,unknown
51,m4_2024.11.14_mcl1_mcl3__MCL1_device3/P 3,"(3, 31, 512, 512)",17718018.0,41729303.0,4478539.0,48943291.0,33843703.564194426,162140352.20806682,3151381.888165218,0.0425542163559505,4.2554216355950506e-06,False,False,True,unknown
52,m4_2024.11.14_mcl1_mcl3__MCL1_device3/P 1,"(3, 31, 512, 512)",15505583.0,35098894.0,4194272.0,45665037.0,31533953.42395109,164450102.34831014,3560263.788796037,0.0349961578521372,3.499615785213724e-06,False,False,True,unknown
53,m4_2024.11.14_mcl1_mcl3__MCL1_device3/P 4,"(3, 34, 512, 512)",17271430.0,43543499.0,5283392.0,56276463.0,38165490.94344843,177416970.4060389,3604423.286768135,0.0321435481582955,3.2143548158295525e-06,False,False,True,unknown
55,m4_2024.11.14_mcl1_mcl3__MCL3_device3/P 2,"(3, 31, 512, 512)",17705346.0,45047653.0,4551033.0,44465983.0,35569381.0432822,160414674.72897905,3250551.3075749306,0.0451769753103627,4.517697531036279e-06,False,False,True,unknown
56,m4_2024.11.14_mcl1_mcl3__MCL3_device3/P 1,"(3, 19, 512, 512)",9861668.0,23122417.0,2245408.0,15398721.0,18793005.402088672,101597200.28658608,2041225.6188080783,0.0800561749061163,8.00561749061163e-06,False,False,True,unknown
58,m4_2024.11.14_mcl1_mcl3__Bead_device4/P 4,"(3, 31, 512, 512)",14685834.0,87463745.0,5611883.0,97045876.0,54628902.2386394,141355153.53362185,3782711.934353186,0.0103013613072115,1.0301361307211574e-06,True,False,True,unknown
59,m4_2024.11.14_mcl1_mcl3__Bead_device4/P 1,"(3, 24, 512, 512)",11211483.0,82095756.0,4509966.0,93719880.0,48773383.43450224,102414316.7326707,3127470.902055711,0.0068332120228258,6.833212022825849e-07,True,False,True,unknown
60,m4_2024.11.14_mcl1_mcl3__Bead_device4/P 2,"(3, 32, 512, 512)",10781547.0,97922903.0,6674323.0,112903547.0,63403673.59907538,140979698.8491399,4383870.395503272,0.0034538283630568,3.453828363056829e-07,True,False,True,unknown
61,m4_2024.11.14_mcl1_mcl3__Bead_device4/P 3,"(3, 37, 512, 512)",13780846.0,88512849.0,7066110.0,92166964.0,57307762.974994,177873103.95171946,4839760.787237499,0.0080552479035735,8.05524790357356e-07,True,False,True,unknown
63,m4_2024.11.14_mcl1_mcl3__rLN3_device4/P 2,"(3, 35, 512, 512)",9702227.0,54033329.0,5652051.0,53967403.0,41291236.1000139,179890769.70010948,4110296.587556661,0.0101911212029744,1.0191121202974498e-06,False,True,True,unknown
64,m4_2024.11.14_mcl1_mcl3__rLN3_device4/P 3,"(3, 34, 512, 512)",10278995.0,56698900.0,4985736.0,50914089.0,38412504.53913307,177169956.81035426,3487490.1184525085,0.0162636067862905,1.626360678629056e-06,False,True,True,unknown
65,m4_2024.11.14_mcl1_mcl3__rLN3_device4/P 4,"(3, 27, 512, 512)",6271214.0,33197363.0,3750623.0,32056176.0,25361454.48723332,145424651.25716576,2496025.7966640536,0.014411765865194,1.441176586519404e-06,False,True,True,unknown
66,m4_2024.11.14_mcl1_mcl3__rLN3_device4/P 1,"(3, 34, 512, 512)",8018270.0,34375528.0,4618591.0,29747833.0,26195531.22344017,189386930.1260472,3043637.3176084766,0.0233836944330847,2.338369443308473e-06,False,True,True,unknown
68,m4_2024.11.14_mcl1_mcl3__MCL1_device4/P 4,"(3, 34, 512, 512)",9398919.0,57575709.0,7715319.0,92542855.0,51592807.38137248,163989653.96811485,3850341.280922991,0.0023481010786868,2.3481010786868794e-07,False,False,True,unknown
69,m4_2024.11.14_mcl1_mcl3__MCL1_device4/P 3,"(3, 25, 512, 512)",8988739.0,68625469.0,5607986.0,79019968.0,43636060.29111457,115950956.5520124,2829690.86563862,0.0052417865815755,5.24178658157557e-07,False,False,True,unknown
70,m4_2024.11.14_mcl1_mcl3__MCL1_device4/P 1,"(3, 23, 512, 512)",6272998.0,52905392.0,4527008.0,61891856.0,31814364.26599105,113773791.45054586,2353331.5634599985,0.0040874505848303,4.087450584830374e-07,False,False,True,unknown
71,m4_2024.11.14_mcl1_mcl3__MCL1_device4/P 2,"(3, 25, 512, 512)",6613286.0,54294948.0,4359617.0,61751527.0,35268602.90069871,124318413.94242828,3002568.1129934774,0.0045162663251412,4.516266325141274e-07,False,False,True,unknown
73,m4_2024.11.14_mcl1_mcl3__MCL3_device4/P 1,"(3, 34, 512, 512)",6857805.0,62978505.0,4794127.0,58428150.0,45401329.58095999,170181131.76852733,4147552.615667283,0.0043854944232034,4.385494423203408e-07,False,False,True,unknown
74,m4_2024.11.14_mcl1_mcl3__MCL3_device4/P 2,"(3, 32, 512, 512)",6893467.0,36931109.0,5584419.0,37195300.0,27455003.649551883,176928368.79866338,2840916.4724444225,0.0071639983878457,7.163998387845784e-07,False,False,True,unknown
75,m4_2024.11.14_mcl1_mcl3__MCL3_device4/P 4,"(3, 29, 512, 512)",6887866.0,47954389.0,6313689.0,53947052.0,32846805.906757355,151938160.9642318,3096041.0232576784,0.0016432067316958,1.643206731695807e-07,False,False,True,unknown
76,m4_2024.11.14_mcl1_mcl3__MCL3_device4/P 3,"(3, 35, 512, 512)",6078604.0,26272326.0,4784347.0,25841199.0,26689494.33310875,194492511.4670146,3269165.6890696697,0.0101575864974697,1.0157586497469764e-06,False,False,True,unknown
78,m4_2024.11.14_mcl1_mcl3__Bead_device5/P 3,"(3, 30, 512, 512)",7240536.0,59306127.0,6797147.0,71495538.0,42006516.043380894,148377995.2782443,3502248.6429065084,0.0008065131575974,8.065131575974725e-08,True,False,True,unknown
79,m4_2024.11.14_mcl1_mcl3__Bead_device5/P 4,"(3, 28, 512, 512)",7003118.0,68805241.0,5543762.0,67937146.0,33151706.63875343,146033715.7815997,2453722.3255558214,0.0038667663252355,3.866766325235593e-07,True,False,True,unknown
80,m4_2024.11.14_mcl1_mcl3__Bead_device5/P 1,"(3, 28, 512, 512)",8091020.0,97792986.0,6372115.0,92534320.0,47021784.90747576,132163637.51287736,3129017.4897335386,0.00234065045272,2.3406504527200322e-07,True,False,True,unknown
81,m4_2024.11.14_mcl1_mcl3__Bead_device5/P 2,"(3, 30, 512, 512)",7575719.0,85315921.0,7047758.0,90387269.0,48052838.11139327,142331673.2102319,3381109.8988071494,0.0007407824106083,7.407824106083271e-08,True,False,True,unknown
83,m4_2024.11.14_mcl1_mcl3__rLN3_device5/P 3,"(3, 32, 512, 512)",7179943.0,37641648.0,5104235.0,37944959.0,31828344.757030103,172555027.69118518,3167069.9640859384,0.0095657933742709,9.565793374270954e-07,False,True,True,unknown
84,m4_2024.11.14_mcl1_mcl3__rLN3_device5/P 2,"(3, 24, 512, 512)",6112363.0,37512791.0,3993380.0,38756799.0,25393879.82779448,125793820.33937846,2414117.877035853,0.008822736798318,8.822736798318014e-07,False,True,True,unknown
85,m4_2024.11.14_mcl1_mcl3__rLN3_device5/P 1,"(3, 26, 512, 512)",6290952.0,46150970.0,5080933.0,52351820.0,29191222.568407062,135995338.72535598,2501632.932139288,0.0038654172023026,3.8654172023026925e-07,False,True,True,unknown
86,m4_2024.11.14_mcl1_mcl3__rLN3_device5/P 4,"(3, 31, 512, 512)",7103866.0,48391433.0,5684977.0,50945695.0,32893553.507428046,163090502.26483318,3098387.354286199,0.0045837132461283,4.5837132461283483e-07,False,True,True,unknown
88,m4_2024.11.14_mcl1_mcl3__MCL1_device5/P 1,"(3, 29, 512, 512)",11944403.0,79685191.0,6547714.0,85577906.0,48627501.442827374,136157465.42816177,3792564.23673254,0.0068098942288055,6.809894228805599e-07,False,False,True,unknown
89,m4_2024.11.14_mcl1_mcl3__MCL1_device5/P 2,"(3, 28, 512, 512)",10907572.0,79510559.0,6566373.0,89950992.0,41712893.69071044,137472528.7296427,3000112.6448255437,0.0066267350155494,6.626735015549466e-07,False,False,True,unknown
90,m4_2024.11.14_mcl1_mcl3__MCL1_device5/P 4,"(3, 29, 512, 512)",10245369.0,62771376.0,6601436.0,68379757.0,38799985.22278228,145984981.64820686,3117677.2727798307,0.0076720037057756,7.672003705775652e-07,False,False,True,unknown
91,m4_2024.11.14_mcl1_mcl3__MCL1_device5/P 3,"(3, 27, 512, 512)",9096138.0,68647532.0,5481887.0,70685605.0,38964579.071065575,131821526.6733335,3152451.71812254,0.0064384502150417,6.438450215041798e-07,False,False,True,unknown
93,m4_2024.11.14_mcl1_mcl3__MCL3_device5/P 1,"(3, 24, 512, 512)",11611775.0,46037700.0,7969172.0,46232635.0,32013946.72286406,119173753.44430888,3187426.555975679,0.0098870219549967,9.88702195499672e-07,False,False,True,unknown
94,m4_2024.11.14_mcl1_mcl3__MCL3_device5/P 2,"(3, 24, 512, 512)",33458931.0,49029870.0,27902464.0,55935675.0,41433679.040417135,109754021.1267558,6284149.703816045,0.0096160632451711,9.616063245171156e-07,False,False,True,unknown
95,m4_2024.11.14_mcl1_mcl3__MCL3_device5/P 3,"(3, 25, 512, 512)",30487468.0,38901117.0,22619216.0,39318640.0,32115484.177645013,127471532.66548195,4858766.429113887,0.0343369292714505,3.433692927145051e-06,False,False,True,unknown
96,m4_2024.11.14_mcl1_mcl3__MCL3_device5/P 4,"(3, 25, 512, 512)",11652316.0,43873415.0,10327924.0,49372332.0,27696025.606219787,131890991.2369072,2447220.848710175,0.0050780523526961,5.078052352696194e-07,False,False,True,unknown
98,m4_2024.11.14_mcl1_mcl3__Bead_device6/P 1,"(3, 25, 512, 512)",5419470.0,38434001.0,3901696.0,39217126.0,25144025.276711527,134442991.56641546,2388296.1783201834,0.0067203221706975,6.720322170697524e-07,True,False,True,unknown
99,m4_2024.11.14_mcl1_mcl3__Bead_device6/P 2,"(3, 28, 512, 512)",5239476.0,32443819.0,4358795.0,35876650.0,26965665.102618154,152219757.31773496,2566959.591438908,0.0046026872516849,4.602687251684909e-07,True,False,True,unknown
100,m4_2024.11.14_mcl1_mcl3__Bead_device6/P 3,"(3, 25, 512, 512)",6662701.0,59721906.0,5414334.0,68384220.0,35815540.21629066,123771476.62683631,2675803.8192780195,0.0025472594076996,2.547259407699678e-07,True,False,True,unknown
101,m4_2024.11.14_mcl1_mcl3__Bead_device6/P 4,"(3, 19, 512, 512)",5311650.0,47022705.0,3592170.0,47064867.0,25807623.32845288,94582582.36022186,2074895.351078704,0.0050083308819817,5.008330881981729e-07,True,False,True,unknown
103,m4_2024.11.14_mcl1_mcl3__rLN3_device6/P 2,"(3, 31, 512, 512)",8451197.0,49115414.0,6035872.0,49887151.0,29235428.261616107,166748627.51064512,2659744.235747681,0.0095920890636822,9.59208906368229e-07,False,True,True,unknown
104,m4_2024.11.14_mcl1_mcl3__rLN3_device6/P 3,"(3, 32, 512, 512)",8267710.0,36513425.0,5380878.0,34488218.0,28769821.30451337,175613551.1437019,2857945.361788748,0.0169285825018176,1.692858250181764e-06,False,True,True,unknown
105,m4_2024.11.14_mcl1_mcl3__rLN3_device6/P 1,"(3, 25, 512, 512)",6380020.0,49918382.0,4128782.0,44854042.0,27792329.72210912,131794687.12101786,2478408.3627652694,0.0081654492150659,8.165449215065913e-07,False,True,True,unknown
106,m4_2024.11.14_mcl1_mcl3__rLN3_device6/P 4,"(3, 31, 512, 512)",6846267.0,43567857.0,4843620.0,37615853.0,33051183.81090045,162932871.96136078,3053514.737394242,0.0090574211523544,9.057421152354424e-07,False,True,True,unknown
108,m4_2024.11.14_mcl1_mcl3__MCL1_device6/P 1,"(3, 30, 512, 512)",8771919.0,59153614.0,6914054.0,61425971.0,36042474.87908499,154342036.44254017,2799385.410555184,0.0052196541598661,5.219654159866117e-07,False,False,True,unknown
109,m4_2024.11.14_mcl1_mcl3__MCL1_device6/P 4,"(3, 29, 512, 512)",9965353.0,58607765.0,8131562.0,60378695.0,36070756.26966666,148714210.60132247,3074513.679293917,0.0047158600968047,4.715860096804749e-07,False,False,True,unknown
110,m4_2024.11.14_mcl1_mcl3__MCL1_device6/P 2,"(3, 29, 512, 512)",8295180.0,48189830.0,5190697.0,37314567.0,30891577.095429443,153893389.7755597,2739384.4102442777,0.0150808531671515,1.5080853167151555e-06,False,False,True,unknown
111,m4_2024.11.14_mcl1_mcl3__MCL1_device6/P 3,"(3, 31, 512, 512)",8642123.0,63004989.0,5651733.0,50674244.0,33193690.8330044,162790364.93925685,2880459.1890247576,0.0104270771871408,1.0427077187140816e-06,False,False,True,unknown
113,m4_2024.11.14_mcl1_mcl3__MCL3_device6/P 2,"(3, 30, 512, 512)",17865520.0,38471804.0,5403157.0,53547215.0,33745220.67048083,156639290.65114433,2788725.605459263,0.0403877934171445,4.038779341714456e-06,False,False,True,unknown
114,m4_2024.11.14_mcl1_mcl3__MCL3_device6/P 3,"(3, 33, 512, 512)",23875165.0,52222431.0,6525458.0,69396653.0,40260535.34545032,169722381.553401,3730583.227425505,0.0348738835350333,3.487388353503334e-06,False,False,True,unknown
115,m4_2024.11.14_mcl1_mcl3__MCL3_device6/P 4,"(3, 32, 512, 512)",21440318.0,54415287.0,7988504.0,68036268.0,40977406.65105171,163405965.79716358,3753990.3493009433,0.0270867106838764,2.7086710683876405e-06,False,False,True,unknown
116,m4_2024.11.14_mcl1_mcl3__MCL3_device6/P 1,"(3, 29, 512, 512)",11724902.0,46847519.0,4651924.0,58652985.0,37698217.86212714,147086749.00886202,3211252.2690593805,0.0166646669512407,1.6664666951240709e-06,False,False,True,unknown
0,m4_2024.12.04_fl4_fl12__Bead_device1/P 2,"(3, 18, 512, 512)",6246922.0,42549729.0,4506367.0,42853428.0,32867265.333242208,68642652.00945199,2509527.886852432,0.0034486982298446,3.448698229844602e-07,True,False,False,unknown
1,m4_2024.12.04_fl4_fl12__Bead_device1/P 1,"(3, 21, 512, 512)",4952731.0,26665171.0,4128216.0,26871587.0,25476303.93278108,92558483.67500287,2502614.976918973,0.0037244608742336,3.724460874233694e-07,True,False,False,unknown
2,m4_2024.12.04_fl4_fl12__Bead_device1/P 4,"(3, 19, 512, 512)",3361088.0,17665053.0,3658325.0,24999683.0,22536375.730237804,86055628.86892343,2163698.7207145807,-0.0015387242980022,-1.538724298002219e-07,True,False,False,unknown
3,m4_2024.12.04_fl4_fl12__Bead_device1/P 3,"(3, 20, 512, 512)",6928102.0,35432876.0,5435918.0,41908891.0,33896359.52488246,79417036.57859012,3133874.837479256,0.0028799221171369,2.879922117136968e-07,True,False,False,unknown
5,m4_2024.12.04_fl4_fl12__rLN3_device1/P 3,"(3, 19, 512, 512)",5459545.0,27241250.0,4433031.0,26466241.0,17636075.143482916,90955929.45567831,1730384.2089989698,0.0068025708739768,6.802570873976883e-07,False,True,False,unknown
6,m4_2024.12.04_fl4_fl12__rLN3_device1/P 2,"(3, 22, 512, 512)",17174681.0,54198317.0,12220981.0,58945506.0,50484096.06593427,74632778.7983167,5876938.399940702,0.0037399067986561,3.739906798656125e-07,False,True,False,unknown
7,m4_2024.12.04_fl4_fl12__rLN3_device1/P 4,"(3, 19, 512, 512)",4721594.0,33723596.0,4055446.0,35450475.0,24219878.947502907,84372125.65165831,2071695.4380271907,0.0024003823241183,2.400382324118389e-07,False,True,False,unknown
8,m4_2024.12.04_fl4_fl12__rLN3_device1/P 1,"(3, 29, 512, 512)",14502418.0,44731867.0,12277810.0,53131517.0,34410798.55662702,130837904.09427048,3337828.383969402,0.0059291044219643,5.929104421964392e-07,False,True,False,unknown
10,m4_2024.12.04_fl4_fl12__FL4_device1/P 3,"(3, 20, 512, 512)",7058067.0,41933850.0,6256119.0,46120524.0,26020316.499872923,87293079.60359967,2136216.1901525166,0.002283458034151,2.283458034151065e-07,False,False,False,unknown
11,m4_2024.12.04_fl4_fl12__FL4_device1/P 2,"(3, 21, 512, 512)",9497716.0,36272407.0,7529940.0,38083318.0,25197120.393549472,92837667.21423449,2512723.7445903188,0.006609877349255,6.609877349255098e-07,False,False,False,unknown
12,m4_2024.12.04_fl4_fl12__FL4_device1/P 1,"(3, 20, 512, 512)",10724257.0,62901788.0,8922721.0,64196459.0,34858381.9469531,78455014.15651949,2512784.95194933,0.0028267473333986,2.8267473333986974e-07,False,False,False,unknown
